synthetic,t_decision,t_exec,ticker,event,side,limit_px,edge_c,tau_s,touch_age_s,ext_move_1s,attempt_ct,contracts,avg_px,fee_c,F_decision,settle,net_settle_c,net_1s_c,net_5s_c,net_10s_c,net_60s_c
True,1790253240750000000,1790253240764429878,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.49,0.0177158,659.25,2.13,17.4433,10,10,0.49,1.7493,0.511561,1,49.2507,1.22364,0.680781,-0.159029,4.22426
True,1790253241250000000,1790253241288511997,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.49,0.240426,658.75,2.63,4.28601,4,0,,,0.514916,1,,,,,
True,1790253251000000000,1790253251041322585,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.49,0.169391,649,0.78,17.0341,4,4,0.49,1.7493,0.513849,1,49.2507,3.3961,-0.323955,2.32933,9.96658
True,1790253252000000000,1790253252028098181,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.51,0.00459602,648,0.48,13.4596,10,5,0.51,1.7493,0.541453,1,47.2507,2.88816,-1.47775,0.000463459,9.22446
True,1790253256250000000,1790253256273691389,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.52,0.504322,643.75,0.23,-7.94472,10,10,0.52,1.7472,0.496208,1,-49.7472,-1.24722,-2.78104,-7.37844,-9.47769
True,1790253323250000000,1790253323280731949,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.53,1.48537,576.75,0.03,-19.0689,10,10,0.53,1.7437,0.49654,1,-48.7437,1.40112,2.67132,11.0718,9.47369
True,1790253324000000000,1790253324026895006,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.52,0.483627,576,0.48,-2.74826,10,10,0.52,1.7472,0.496513,1,-49.7472,-1.00479,2.23689,10.0198,9.26521
True,1790253401250000000,1790253401304337474,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.46,0.442965,498.75,0.03,14.4372,10,10,0.46,1.7388,0.484541,1,52.2612,1.54554,-0.449311,-4.06839,-13.3188
True,1790253401750000000,1790253401794162366,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.46,0.779691,498.25,0.33,4.78676,10,10,0.46,1.7388,0.487404,1,52.2612,2.29017,0.740748,-4.12929,-12.6634
True,1790253403250000000,1790253403305242375,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.5,0.274636,496.75,0.73,11.4413,10,10,0.5,1.75,0.530727,1,48.25,-0.849666,-6.85593,-6.23055,-17.8069
True,1790253406250000000,1790253406292227928,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.51,1.03585,493.75,0.03,-12.3223,4,4,0.51,1.7493,0.472896,1,-50.7493,3.71685,5.58024,2.68308,20.9994
True,1790253423500000000,1790253423562531667,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.45,2.20033,476.5,0.18,23.5401,10,0,,,0.490927,1,,,,,
True,1790253467250000000,1790253467261004052,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.34,0.429432,432.75,0.23,-11.6541,10,10,0.34,1.5708,0.244129,1,-67.5708,9.96889,8.90218,9.16839,-13.3212
True,1790253528500000000,1790253528516004395,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.47,2.94541,371.5,0.18,19.1694,2,2,0.47,1.7437,0.525891,1,51.2563,5.55848,2.72576,0.357321,13.1466
True,1790253530500000000,1790253530543177734,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.52,1.04064,369.5,0.08,-26.0037,9,7,0.52,1.7472,0.487916,1,-49.7472,-2.85497,-4.19331,-0.7453,-9.3745
True,1790253532000000000,1790253532021020832,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.5,1.04783,368,0.18,6.20557,10,10,0.5,1.75,0.542857,1,48.25,-1.31557,1.88479,-5.6851,11.6957
True,1790253533250000000,1790253533267049876,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.52,0.377103,366.75,0.03,-0.460978,10,10,0.52,1.7472,0.498093,1,-49.7472,-4.141,1.17291,8.32819,-6.29255
True,1790253534750000000,1790253534782716042,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.52,0.307761,365.25,0.93,12.9212,10,10,0.52,1.7472,0.561997,1,46.2528,-0.409112,-5.69887,-11.4409,3.88867
True,1790253542250000000,1790253542269817724,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.49,0.531049,357.75,0.03,-19.5568,10,10,0.49,1.7493,0.44976,1,-52.7493,5.32611,6.17146,8.608,-16.8668
True,1790253542750000000,1790253542794877993,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.48,0.0887449,357.25,0.03,-13.1775,10,10,0.48,1.7472,0.441289,1,-53.7472,5.41694,5.73018,6.63423,-17.6017
True,1790253559250000000,1790253559275464395,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.51,0.398066,340.75,0.23,22.1535,10,10,0.51,1.7493,0.54828,1,47.2507,-0.779322,-10.9391,-13.6195,11.1043
True,1790253562250000000,1790253562276437798,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.49,0.0306124,337.75,0.83,-21.8157,10,10,0.49,1.7493,0.457324,1,-52.7493,2.88348,7.18301,2.61338,-18.6028
True,1790253563000000000,1790253563025180211,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.49,0.957639,337,0.18,-7.91736,10,0,,,0.443148,1,,,,,
True,1790253575750000000,1790253575804038066,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.47,0.654539,324.25,0.23,22.8256,9,9,0.47,1.7437,0.494883,1,51.2563,2.86003,13.302,12.2698,26.1603
True,1790253577250000000,1790253577270433314,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.51,0.410803,322.75,0.43,5.1524,9,9,0.51,1.7493,0.548547,1,47.2507,4.72189,5.2155,10.6944,22.8086
True,1790253593250000000,1790253593280541551,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.6,0.640396,306.75,0.23,-19.1734,10,10,0.6,1.68,0.565453,1,-41.68,4.45856,1.12315,-3.35781,4.27366
True,1790253605000000000,1790253605020848251,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.54,0.202654,295,0.08,-11.2031,10,10,0.54,1.7388,0.517508,1,-47.7388,-1.42555,-2.44606,-5.49026,15.6605
True,1790253606250000000,1790253606275617282,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.52,1.92472,293.75,0.13,-10.4814,10,10,0.52,1.7472,0.474176,1,-49.7472,-3.04643,-8.28077,-10.1875,16.3502
True,1790253609750000000,1790253609767630023,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.49,1.48605,290.25,0.23,22.2534,10,10,0.49,1.7493,0.534553,1,49.2507,7.57313,7.34312,13.6341,-22.2751
True,1790253635000000000,1790253635026881666,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.65,0.0835133,265,0.28,29.1896,5,0,,,0.74333,1,,,,,
True,1790253654250000000,1790253654273770600,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.53,1.55304,245.75,0.23,-3.95696,10,10,0.53,1.7437,0.495347,1,-48.7437,-4.90399,-2.41846,14.971,-21.1094
True,1790253655250000000,1790253655270290499,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.52,0.195667,244.75,0.03,11.5714,10,10,0.52,1.7472,0.561602,1,46.2528,2.00484,-8.45986,-16.2604,23.3152
True,1790253658000000000,1790253658042129464,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.54,1.37654,242,0.58,8.89765,10,0,,,0.507524,1,,,,,
True,1790253659750000000,1790253659770613329,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.51,0.0669156,240.25,0.03,-19.7251,10,10,0.51,1.7493,0.487176,1,-50.7493,2.24621,13.3829,20.7766,-32.9735
True,1790253660250000000,1790253660280254439,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.5,1.25657,239.75,0.03,-19.4195,10,10,0.5,1.75,0.452874,1,-51.75,2.12021,10.7632,22.5896,-31.0169
True,1790253687500000000,1790253687513996471,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.39,1.75336,212.5,0.08,26.8236,1,1,0.39,1.6653,0.435371,1,59.3347,2.34308,16.3815,22.0516,4.07199
True,1790253690500000000,1790253690522652693,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.49,0.0249146,209.5,0.38,11.7735,6,6,0.49,1.7493,0.512289,1,49.2507,1.12846,12.6838,14.1967,0.937247
True,1790253693250000000,1790253693276781238,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.53,0.708658,206.75,0.03,3.25972,10,10,0.53,1.7437,0.585941,1,45.2563,3.76088,13.8976,15.9922,-6.98393
True,1790253696250000000,1790253696304387611,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.58,1.37156,203.75,0.03,13.365,10,10,0.58,1.7052,0.670572,1,40.2948,3.2231,3.60318,10.6307,-10.7158
True,1790253698250000000,1790253698287640699,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.6,0.497633,201.75,0.03,8.03391,10,10,0.6,1.68,0.68641,1,38.32,5.64155,9.05603,5.94103,-1.80914
True,1790253712000000000,1790253712043368808,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.64,0.0404917,188,0.08,7.04193,10,10,0.64,1.6128,0.734909,1,34.3872,3.71762,8.52355,10.917,10.8861
True,1790253728500000000,1790253728530524961,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.61,3.74224,171.5,0.08,-25.3736,10,10,0.61,1.6653,0.547632,1,-40.6653,12.8589,7.68244,-13.1305,-13.824
True,1790253732250000000,1790253732295340240,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.49,0.176376,167.75,0.23,-9.72954,10,10,0.49,1.7493,0.45318,1,-52.7493,-6.55166,-22.2483,-10.7515,-19.2053
True,1790253733250000000,1790253733297694699,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.5,0.624027,166.75,0.03,17.0399,10,10,0.5,1.75,0.538022,1,48.25,7.98933,20.7687,6.12563,26.5997
True,1790253734000000000,1790253734010361929,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.51,0.243222,166,0.08,9.18133,10,10,0.51,1.7493,0.547929,1,47.2507,13.7643,17.7819,0.457438,21.4151
True,1790253735000000000,1790253735030131687,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.54,4.86616,165,0.08,18.3245,4,0,,,0.665135,1,,,,,
True,1790253742250000000,1790253742276116009,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.64,3.01453,157.75,0.03,-4.03208,10,10,0.64,1.6128,0.580019,1,-37.6128,4.51173,17.4575,1.87548,-19.9313
True,1790253744250000000,1790253744286178280,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.53,1.23743,155.75,0.03,-7.87053,10,10,0.53,1.7437,0.500161,1,-48.7437,6.42868,5.96167,1.7479,-31.8166
True,1790253746000000000,1790253746062327395,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.49,1.15714,154,0.38,-1.07061,10,0,,,0.437545,1,,,,,
True,1790253750250000000,1790253750300581320,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.49,0.607014,149.75,0.13,12.0921,10,10,0.49,1.7493,0.521741,1,49.2507,2.34208,-5.35886,19.0191,44.7494
True,1790253751250000000,1790253751273735593,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.49,1.18022,148.75,0.03,2.65843,10,10,0.49,1.7493,0.530912,1,49.2507,9.7624,-1.75992,17.1128,44.3664
True,1790253752250000000,1790253752264372851,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.54,0.895333,147.75,0.03,12.0178,10,10,0.54,1.7388,0.605115,1,44.2612,-7.979,-1.64614,9.28844,40.3546
True,1790253753000000000,1790253753036030433,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.53,0.66391,147,0.18,-22.9233,10,7,0.53,1.7437,0.505041,1,-48.7437,7.37203,-14.7646,-12.2083,-45.0377
True,1790253754000000000,1790253754025863398,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.51,3.07504,146,0.08,-4.49518,7,7,0.51,1.7493,0.438845,1,-50.7493,3.44511,-15.3377,-16.5878,-48.1287
True,1790253756750000000,1790253756799860672,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.47,1.13355,143.25,0.13,4.91428,10,10,0.47,1.7437,0.498956,1,51.2563,12.1486,17.0585,22.653,46.8942
True,1790253758500000000,1790253758522665498,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.53,2.90386,141.5,0.08,4.98122,10,10,0.53,1.7437,0.620743,1,45.2563,11.2344,8.73756,17.2617,43.292
True,1790253767250000000,1790253767279960110,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.67,1.11503,132.75,0.13,16.3272,10,10,0.67,1.5477,0.785271,1,31.4523,3.5363,9.15208,12.1428,30.133
True,1790253793000000000,1790253793022837468,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.65,0.101535,107,0.18,22.8688,10,0,,,0.749405,1,,,,,
True,1790253796500000000,1790253796536870491,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.64,0.557717,103.5,0.28,-3.60676,10,0,,,0.6013,1,,,,,
True,1790253797500000000,1790253797514686584,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.57,2.31853,102.5,0.08,8.31024,10,10,0.57,1.7157,0.671602,1,41.2843,9.98068,23.5097,33.4357,41.2733
True,1790253798000000000,1790253798012348823,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.59,0.560896,102,0.18,6.25303,10,10,0.59,1.6933,0.675022,1,39.3067,9.26152,23.739,33.141,39.2974
True,1790253801250000000,1790253801270855201,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.69,3.16802,98.75,0.13,17.279,10,10,0.69,1.4973,0.83002,1,29.5027,11.8212,21.5702,24.6184,29.4975
True,1790253801750000000,1790253801797838264,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.7,1.06694,98.25,0.03,12.7489,10,10,0.7,1.47,0.818456,1,28.53,9.68406,21.0457,23.7918,28.5248
True,1790253805750000000,1790253805781161864,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.82,0.382482,94.25,0.03,18.0652,10,10,0.82,1.0332,0.914207,1,16.9668,9.48252,11.8945,13.8526,16.9642
True,1790253808500000000,1790253808525681862,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.88,1.04535,91.5,0.08,10.3412,7,0,,,0.952323,1,,,,,
True,1790253855500000000,1790253855524102061,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,1,0.03,0.265881,44.5,0.08,7.85577,10,10,0.03,0.2037,0.0513251,0,-3.2037,0.357685,4.42989,2.39881,-3.2037
True,1790253860750000000,1790253860798077922,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,-1,0.13,0.816096,39.25,0.13,-12.4501,10,10,0.13,0.7917,0.050392,0,12.2083,6.8474,7.17214,-6.41904,12.2083
True,1790253869250000000,1790253869276888897,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,1,0.18,11.2561,30.75,0.03,12.0818,10,10,0.18,1.0332,0.328255,0,-19.0332,3.46113,13.6993,6.6785,-19.0332
True,1790253871250000000,1790253871278232272,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,-1,0.23,0.418853,28.75,0.03,-10.8239,7,7,0.23,1.2397,0.116047,0,21.7603,13.8642,-34.2376,16.3511,21.7603
True,1790253872000000000,1790253872033040758,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,-1,0.21,0.763724,28,0.38,-6.97598,10,10,0.24,1.2768,0.0957265,0,22.7232,3.49026,-50.8768,10.0097,22.7232
True,1790253873250000000,1790253873298418417,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,1,0.13,13.7806,26.75,0.03,21.7761,10,10,0.13,0.7917,0.303395,0,-13.7917,18.9408,56.0753,-2.46739,-13.7917
True,1790253875250000000,1790253875268545281,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,1,0.39,9.04094,24.75,0.03,12.0365,10,10,0.39,1.6653,0.497476,0,-40.6653,15.3326,-34.3793,-31.5502,-40.6653
True,1790253876250000000,1790253876282730739,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,1,0.4,11.8499,23.75,0.03,1.09808,10,10,0.4,1.68,0.559012,0,-41.68,19.9022,-36.2708,-17.9445,-41.68
True,1790253879000000000,1790253879054355739,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,-1,0.73,22.154,21,0.08,-18.8566,10,10,0.73,1.3797,0.490852,0,71.6203,62.5383,44.7748,68.7791,71.6203
True,1790253879750000000,1790253879777232325,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,-1,0.61,35.7958,20.25,0.03,-22.8127,10,10,0.61,1.6653,0.130215,0,59.3347,52.2861,50.6253,54.266,59.3347
True,1790253883750000000,1790253883774902014,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,1,0.08,1.73327,16.25,0.03,12.4048,10,10,0.08,0.5152,0.130193,0,-8.5152,0.194202,-4.60412,-8.38252,-8.5152
True,1790253885250000000,1790253885276576911,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,-1,0.23,2.15979,14.75,0.03,-6.04319,10,10,0.23,1.2397,0.0958704,0,21.7603,-1.97517,20.3467,21.7383,21.7603
True,1790253886250000000,1790253886274133468,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,1,0.18,2.30009,13.75,0.13,6.30742,10,10,0.18,1.0332,0.243296,0,-19.0332,-8.2159,-18.1935,-19.0256,-19.0332
True,1790253888000000000,1790253888051848696,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,-1,0.14,3.35009,12,0.08,-8.04453,4,0,,,0.0348626,0,,,,,
True,1790254016250000000,1790254016278932968,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,1,0.49,0.173329,783.75,1.03,13.5427,10,10,0.49,1.7493,0.513891,0,-50.7493,2.27989,4.26104,-0.872049,-0.365032
True,1790254026000000000,1790254026064379512,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,-1,0.53,0.832212,774,0.18,-14.2053,10,0,,,0.503605,0,,,,,
True,1790254028250000000,1790254028286472306,KXBTCD-26SEP241300-T85000,KXBTCD-26SEP241300,1,0.03,0.0335509,771.75,0.43,14.5702,10,10,0.03,0.2037,0.0501015,0,-3.2037,1.51406,1.51939,0.788542,0.839782
True,1790254035250000000,1790254035289517123,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,-1,0.51,0.104126,764.75,0.93,-13.7478,10,10,0.51,1.7493,0.487148,0,49.2507,0.334472,-1.34155,-2.33359,-7.68997
True,1790254063250000000,1790254063279449975,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,1,0.46,0.633701,736.75,0.43,2.95094,10,10,0.46,1.7388,0.486163,0,-47.7388,0.420894,3.29929,2.86926,22.9883
True,1790254071000000000,1790254071026552516,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,-1,0.52,0.0320384,729,0.38,-3.90587,10,10,0.52,1.7472,0.501877,0,50.2528,0.164839,-1.98767,0.357934,-18.4158
True,1790254372750000000,1790254372790766420,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,-1,0.69,1.03555,427.25,0.03,-22.7338,5,5,0.69,1.4973,0.641566,0,67.5027,1.59714,-6.03308,2.70212,17.5706
True,1790254430250000000,1790254430271142760,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,-1,0.56,1.65221,369.75,0.13,-11.9204,10,10,0.56,1.7248,0.522307,0,54.2752,2.4106,3.54,2.08012,20.3611
True,1790254434500000000,1790254434532540983,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,-1,0.5,1.00941,365.5,0.08,-9.78907,10,0,,,0.457727,0,,,,,
True,1790254435500000000,1790254435535819655,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,1,0.48,0.589665,364.5,0.08,8.26416,10,10,0.48,1.7472,0.50517,0,-49.7472,1.80926,4.38041,6.75365,-20.5764
True,1790254456000000000,1790254456041587752,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,1,0.56,0.497802,344,0.08,7.70707,10,10,0.56,1.7248,0.624468,0,-57.7248,-1.42091,-8.95728,-5.0718,-35.2707
True,1790254461500000000,1790254461530460479,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,-1,0.5,1.46554,338.5,0.08,-13.1226,10,0,,,0.450662,0,,,,,
True,1790254467500000000,1790254467525054638,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,-1,0.51,0.937306,332.5,0.08,-7.97348,10,10,0.51,1.7493,0.474063,0,49.2507,-0.286229,0.829059,6.853,29.1665
True,1790254468000000000,1790254468039794806,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,-1,0.5,0.546264,332,0.28,-5.78461,10,0,,,0.464696,0,,,,,
True,1790254476250000000,1790254476277406178,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,-1,0.46,0.417632,323.75,0.03,-27.4836,10,10,0.46,1.7388,0.406046,0,44.2612,1.14402,-0.307519,8.17745,35.922
True,1790254486250000000,1790254486271130604,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,-1,0.43,0.495893,313.75,0.13,-33.8359,10,10,0.43,1.7157,0.36084,0,41.2843,3.49856,10.1618,14.0207,34.3567
True,1790254553000000000,1790254553072693378,KXBTCD-26SEP241300-T84250,KXBTCD-26SEP241300,-1,0.57,0.259607,247,0.18,-11.6454,10,10,0.57,1.7157,0.542777,0,55.2843,2.3108,0.64055,18.1481,38.4494
True,1790254555000000000,1790254555033790766,KXBTCD-26SEP241300-T84250,KXBTCD-26SEP241300,-1,0.52,0.660383,245,0.18,-8.80876,10,10,0.52,1.7472,0.493604,0,50.2528,-2.68994,4.26899,17.51,37.5471
True,1790254559000000000,1790254559030339589,KXBTCD-26SEP241300-T84250,KXBTCD-26SEP241300,-1,0.52,0.476183,241,0.08,-20.7117,10,10,0.54,1.7388,0.49649,0,52.2612,6.27739,21.0956,15.1835,36.7804
True,1790254560000000000,1790254560020346489,KXBTCD-26SEP241300-T84250,KXBTCD-26SEP241300,-1,0.5,0.809117,240,0.08,-8.69476,2,0,,,0.459839,0,,,,,
True,1790254562750000000,1790254562789283587,KXBTCD-26SEP241300-T84250,KXBTCD-26SEP241300,-1,0.46,0.337595,237.25,0.23,-13.7597,10,10,0.46,1.7388,0.405307,0,44.2612,13.0417,12.0299,9.24488,33.1791
True,1790254651500000000,1790254651523811470,KXBTCD-26SEP241300-T84000,KXBTCD-26SEP241300,1,0.66,1.91498,148.5,0.08,18.6363,10,8,0.66,1.5708,0.783255,1,32.4292,12.1174,10.7812,23.0252,30.7985
