synthetic,ts,ticker,event,side,px,contracts,fee,is_taker,F,tau_s,gross_edge_c,settle,to_settle_c,hedge_cost,hedge_pnl,net,net_c_per_ct,mo_0.1s_c,mo_0.5s_c,mo_1s_c,mo_5s_c,mo_10s_c,mo_30s_c,mo_60s_c,coid,order_id,trade_id,queue_ahead_ct,order_age_s,pos_before_ct,F_cycle,F_lo,F_hi,delta_btc,z,fv_age_s,mechanism,quote_position,q_eff_at_place_ct,modeled_value_c,policy,yes_px_c,queue_at_place_ct,quote_age_s,adv_ext_0.1s,adv_ext_0.5s,adv_ext_1s,adv_ext_5s,kalshi_imb_side,spread_ticks,venue_imb_adv,taker_ct_10s,taker_ct_60s,takers_against_10s,log_tau,abs_z,yes_px,sigma_ann,fv_edge_c,mkpx_0.1s_c,mkpx_0.5s_c,mkpx_1s_c,mkpx_5s_c,mkpx_10s_c,mkpx_30s_c,mkpx_60s_c,mkpx_settle_c,fee_c,net_mk_10s_c,net_mk_60s_c,adverse_10s_c,toxic
True,1790253316020000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,5,0.01,False,0.998666,583.98,1.8666,1,0.1334,0,0,0.09,1.8,0,0,-0.0053,-0.0079,-0.0199,-0.0341,-0.0024,synth-1054,sim-o1053,sim-f82,0,37.5306,14,0.998666,0.997187,1,5.30405e-06,-4.40839,0.030604,queue,touch,22,1.23631,C,98,22,37.5306,0.856919,5.06086,-1.91686,3.46061,1,,-0,8,19,8,6.36985,4.40839,0.98,0.566186,1.86661,1.8666,1.8666,1.8613,1.8587,1.8467,1.8325,1.8642,2,0.2,1.6467,1.6642,-0.0199,1
True,1790253317420000000,KXBTCD-26SEP241245-T84750,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.006018,582.58,1.3982,0,0.6018,0,0,0.09,1.8,-0,-0,0.048,0.0563,0.1307,0.2638,0.2661,synth-1057,sim-o1056,sim-f83,0,30.4312,-10,0.00601815,0.0001944,0.0116412,3.1494e-05,3.01592,0.43123,queue,touch,2,0.309072,C,2,2,30.4312,-2.46576,-10.0029,-19.7618,-32.7032,1,,0,8,8,8,6.36745,3.01592,0.02,0.566186,1.39819,1.3982,1.3982,1.4462,1.4545,1.5289,1.662,1.6643,2,0.2,1.3289,1.4643,0.1307,0
True,1790253343920000000,KXBTCD-26SEP241245-T84750,KXBTCD-26SEP241245,-1,0.02,1,0.01,False,0.003399,556.08,1.6601,0,0.3399,0,0,0.01,1,-0.0087,-0.0087,-0.0087,-0.0117,0.0328,0.0117,0.0101,synth-1082,sim-o1081,sim-f84,0,26.4663,-15,0.00346288,2.0397e-05,0.00693799,1.69861e-05,3.488,0.466302,queue,touch,6,0.484504,C,2,6,26.4663,0,3.37466,5.19967,-14.0426,1,,0,2,10,2,6.32083,3.488,0.02,0.566186,1.65371,1.6514,1.6514,1.6514,1.6484,1.6929,1.6718,1.6702,2,1,0.6929,0.6702,0.0328,0
True,1790253347720000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.99,2,0.01,False,0.998321,552.28,0.8321,1,0.1679,0,0,0.01,0.5,0,0.0072,0.0072,0.0006,-0.0008,0.0363,0.0609,synth-1079,sim-o1078,sim-f85,0,31.2266,19,0.998313,0.996491,1,7.27019e-06,-4.17521,0.226602,sweep,improve,0,0.309934,C,99,0,31.2266,-2.3568,0.758535,-9.80384,-7.2753,1,,-0,2,10,2,6.31404,4.17521,0.99,0.566186,0.831343,0.8321,0.8393,0.8393,0.8327,0.8313,0.8684,0.893,1,0.5,0.3313,0.393,-0.0008,1
True,1790253376320000000,KXBTCD-26SEP241245-T84750,KXBTCD-26SEP241245,-1,0.02,1,0,False,0.00327,523.68,1.673,0,0.327,0,0,0.02,2,-0,-0,-0.0087,0.0291,0.0639,0.001,0.1332,synth-1082,sim-o1081,sim-f86,0,58.8342,-16,0.00326955,1.51968e-05,0.0065598,1.63993e-05,3.54559,0.334185,queue,touch,6,0.484504,C,2,6,58.8342,-1.79058,-3.69555,-3.14078,11.2152,1,,0,1,11,1,6.26085,3.54559,0.02,0.572136,1.67305,1.673,1.673,1.6643,1.7021,1.7369,1.674,1.8062,2,0,1.7369,1.8062,0.0639,0
True,1790253391920000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.99,2,0,False,0.998662,508.08,0.8662,1,0.1338,0,0,0.02,1,0.0038,0.0038,0.0038,-0.002,0.0243,0.0369,0.0228,synth-1079,sim-o1078,sim-f87,0,75.432,21,0.998691,0.997259,1,5.62127e-06,-4.45728,0.431989,sweep,improve,0,0.309934,C,99,0,75.432,0.604483,-1.49297,-2.35141,-25.3072,1,,-0,2,4,2,6.23062,4.45728,0.99,0.572136,0.869139,0.87,0.87,0.87,0.8642,0.8905,0.9031,0.889,1,0,0.8905,0.889,0.0243,0
True,1790253420320000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,1,0.01,False,0.998942,479.68,1.8942,1,0.1058,0,0,0.01,1,0,0,0.0089,0.013,0.0097,-0.0048,0.0056,synth-1114,sim-o1113,sim-f88,0,28.3344,23,0.998942,0.997771,1,4.51375e-06,-4.70509,0.334362,queue,touch,35,0.52176,C,98,35,28.3344,-1.30583,-1.65983,1.74039,17.3973,1,,-0,11,13,11,6.17309,4.70509,0.98,0.563297,1.8942,1.8942,1.8942,1.9031,1.9072,1.9039,1.8894,1.8998,2,1,0.9039,0.8998,0.0097,0
True,1790253434920000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,1,0.01,False,0.999004,465.08,1.9004,1,0.0996,0,0,0.01,1,-0.0031,-0.0031,-0.0031,-0.0021,-0.0117,0.0135,0.0092,synth-1133,sim-o1132,sim-f89,0,10.9349,24,0.998981,0.997855,1,4.44935e-06,-4.75481,0.434854,queue,touch,41,0.608483,C,98,41,10.9349,3.56787,6.53234,14.2533,19.5421,1,,-0,6,19,6,6.14218,4.75481,0.98,0.563297,1.89812,1.8973,1.8973,1.8973,1.8983,1.8887,1.9139,1.9096,2,1,0.8887,0.9096,-0.0117,1
True,1790253438620000000,KXBTCD-26SEP241245-T84750,KXBTCD-26SEP241245,-1,0.02,3,0,False,0.001945,461.38,1.8055,0,0.1945,0,0,0.06,2,-0,0.0065,0.0065,0.0382,0.051,0.0695,0.0788,synth-1082,sim-o1081,sim-f90,0,121.132,-17,0.00189451,7.74191e-07,0.00388805,9.40618e-06,4.08494,0.13191,queue,touch,6,0.484504,C,2,6,121.132,-0.320964,-2.07339,-5.94843,-8.41932,1,,0,32,32,32,6.1342,4.08494,0.02,0.563297,1.81055,1.8055,1.812,1.812,1.8437,1.8565,1.875,1.8843,2,0,1.8565,1.8843,0.051,0
True,1790253442920000000,KXBTCD-26SEP241245-T83250,KXBTCD-26SEP241245,1,0.98,4,0,False,0.996104,457.08,1.6104,1,0.3896,0,0,0.08,2,-0.0212,-0.0212,-0.0212,-0.0448,-0.009,-0.0002,0.1497,synth-1062,sim-o1061,sim-f91,0,149.466,10,0.99611,0.99232,0.999968,2.22616e-05,-3.40142,0.465921,queue,touch,1,0.541185,C,98,1,149.466,-1.93238,5.7296,9.62696,32.8035,1,,-0,7,7,7,6.12476,3.40142,0.98,0.563297,1.61105,1.5892,1.5892,1.5892,1.5656,1.6014,1.6102,1.7601,2,0,1.6014,1.7601,-0.009,1
True,1790253465220000000,KXBTCD-26SEP241245-T84750,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.001547,434.78,1.8453,0,0.1547,0,0,0.09,1.8,-0,-0,0.0087,0.042,0.0424,0.0395,0.0265,synth-1146,sim-o1145,sim-f92,0,18.3065,-20,0.00154706,2.06253e-07,0.00319783,7.6617e-06,4.30469,0.306505,queue,touch,9,1.29637,C,2,9,18.3065,0,2.15782,-4.30418,-8.56702,1,,0,11,43,11,6.07464,4.30469,0.02,0.563297,1.84529,1.8453,1.8453,1.854,1.8873,1.8877,1.8848,1.8718,2,0.2,1.6877,1.6718,0.0424,0
True,1790253783720000000,KXBTCD-26SEP241245-T83750,KXBTCD-26SEP241245,1,0.98,5,0.01,False,0.99751,116.28,1.751,1,0.249,0,0,0.09,1.8,0,0,0.021,-0.0036,0.047,0.2015,0.2447,synth-1281,sim-o1279,sim-f93,0,13.7502,0,0.99751,0.995135,0.999998,3.05483e-05,-3.96261,0.250165,queue,touch,1,0.879763,C,98,1,13.7502,-4.26676,-5.5645,-8.28924,2.34427,1,,-0,15,20,15,4.75574,3.96261,0.98,0.565192,1.75095,1.751,1.751,1.772,1.7474,1.798,1.9525,1.9957,2,0.2,1.598,1.7957,0.047,0
True,1790253794620000000,KXBTCD-26SEP241245-T84500,KXBTCD-26SEP241245,-1,0.02,1,0.01,False,0.000344,105.38,1.9656,0,0.0344,0,0,0.01,1,-0,0.001,0.001,0.0067,0.0039,0.0141,0.0301,synth-1282,sim-o1280,sim-f94,0,24.129,0,0.000322615,5.46041e-16,0.000667351,2.64588e-06,6.82444,0.129017,queue,touch,14,1.44978,C,2,14,24.129,-2.40972,-0.680612,-9.39065,-2.4591,1,,0,2,49,2,4.65749,6.82444,0.02,0.565192,1.96774,1.9656,1.9666,1.9666,1.9723,1.9695,1.9797,1.9957,2,1,0.9695,0.9957,0.0039,0
True,1790253807320000000,KXBTCD-26SEP241245-T84500,KXBTCD-26SEP241245,-1,0.02,4,0,False,0.00033,92.68,1.967,0,0.033,0,0,0.08,2,-0,-0,-0.0011,0.0025,0.0076,0.0228,0.032,synth-1282,sim-o1280,sim-f95,0,36.8318,-1,0.000329562,8.17974e-16,0.000690001,3.01009e-06,6.78688,0.331832,queue,touch,14,1.44978,C,2,14,36.8318,0.184423,0.590493,-4.53487,25.8875,1,,0,36,52,36,4.52903,6.78688,0.02,0.565192,1.96704,1.967,1.967,1.9659,1.9695,1.9746,1.9898,1.999,2,0,1.9746,1.999,0.0076,0
True,1790253917620000000,KXBTCD-26SEP241300-T84750,KXBTCD-26SEP241300,1,0.03,5,0.01,False,0.059724,882.38,2.9724,0,-5.9724,0,0,-0.16,-3.2,0,0,0.2836,0.6524,0.1388,1.4363,3.2921,synth-1292,sim-o1301,sim-f96,0,2.66556,0,0.0597236,0.0395354,0.115243,0.000314321,1.43951,0.16556,queue,touch,35,0.260413,C,3,35,2.66556,1.43455,9.5971,1.33108,6.07121,0.806452,3,-0,19,33,19,6.78257,1.43951,0.03,0.595748,2.97236,2.9724,2.9724,3.256,3.6248,3.1112,4.4087,6.2645,-3,0.2,2.9112,6.0645,0.1388,0
True,1790253925820000000,KXBTCD-26SEP241300-T84750,KXBTCD-26SEP241300,1,0.03,5,0.01,False,0.061805,874.18,3.1805,0,-6.1805,0,0,-0.16,-3.2,0,0.0778,-0.1224,0.5999,0.8684,0.7584,4.1629,synth-1307,sim-o1305,sim-f97,0,7.84042,5,0.0610051,0.0405098,0.117353,0.000323075,1.42657,0.340423,queue,touch,8,0.379798,C,3,8,7.84042,2.11206,-4.12773,1.50717,11.9373,0.688889,4,-0,88,104,88,6.77326,1.42657,0.03,0.595748,3.10051,3.1805,3.2583,3.0581,3.7804,4.0489,3.9389,7.3434,-3,0.2,3.8489,7.1434,0.8684,0
True,1790253937020000000,KXBTCD-26SEP241300-T83250,KXBTCD-26SEP241300,1,0.98,5,0.01,False,0.996718,862.98,1.6718,1,0.3282,0,0,0.09,1.8,0,0,0.0237,0.0158,0.0219,0.0499,0.1242,synth-1294,sim-o1300,sim-f98,0,22.0326,0,0.996718,0.993367,0.999983,1.197e-05,-3.5228,0.0326124,queue,touch,15,0.768598,C,98,15,22.0326,0.920415,-2.74719,-5.02054,-12.2927,1,,-0,14,14,14,6.76038,3.5228,0.98,0.595748,1.6718,1.6718,1.6718,1.6955,1.6876,1.6937,1.7217,1.796,2,0.2,1.4937,1.596,0.0219,0
True,1790253938920000000,KXBTCD-26SEP241300-T83250,KXBTCD-26SEP241300,1,0.98,4,0.01,False,0.996955,861.08,1.6955,1,0.3045,0,0,0.07,1.75,-0.0062,-0.0062,-0.0062,-0.0015,-0.0011,0.0318,0.1024,synth-1321,sim-o1320,sim-f99,0,1.44665,5,0.997029,0.993962,0.999989,1.06529e-05,-3.61207,0.446654,queue,touch,26,0.958805,C,98,26,1.44665,-0,11.64,6.41614,-9.63225,1,,-0,19,19,19,6.75816,3.61207,0.98,0.595748,1.7029,1.6893,1.6893,1.6893,1.694,1.6944,1.7273,1.7979,2,0.25,1.4444,1.5479,-0.0011,1
True,1790253940320000000,KXBTCD-26SEP241300-T83250,KXBTCD-26SEP241300,1,0.98,1,0,False,0.996771,859.68,1.6771,1,0.3229,0,0,0.02,2,0,0,0.0113,0.0127,0.0218,0.0538,0.1109,synth-1321,sim-o1320,sim-f100,0,2.82682,9,0.996771,0.993467,0.999984,1.17677e-05,-3.53723,0.326822,queue,touch,26,0.958805,C,98,26,2.82682,0.729316,1.2568,8.43652,-2.26889,1,,-0,25,25,25,6.75655,3.53723,0.98,0.595748,1.67706,1.6771,1.6771,1.6884,1.6898,1.6989,1.7309,1.788,2,0,1.6989,1.788,0.0218,0
True,1790253950420000000,KXBTCD-26SEP241300-T85250,KXBTCD-26SEP241300,-1,0.02,1,0.01,False,0.006603,849.58,1.3397,0,0.6603,0,0,0.01,1,-0,-0,0.0401,0.0537,0.0405,-0.0706,-0.3536,synth-1297,sim-o1290,sim-f101,0,35.4348,0,0.00660292,0.000274115,0.0127098,2.7366e-05,2.93792,0.434762,queue,touch,37,0.511248,C,2,37,35.4348,0,-10.1993,-10.8388,-16.2768,1,,0,2,2,2,6.74472,2.93792,0.02,0.595748,1.33971,1.3397,1.3397,1.3798,1.3934,1.3802,1.2691,0.9861,2,1,0.3802,-0.0139,0.0405,0
True,1790253958120000000,KXBTCD-26SEP241300-T83250,KXBTCD-26SEP241300,1,0.98,5,0.01,False,0.996921,841.88,1.6921,1,0.3079,0,0,0.09,1.8,0,0,-0.0016,0.0133,0.0352,0.0947,0.1719,synth-1328,sim-o1326,sim-f102,0,17.6499,10,0.996921,0.993754,0.999987,1.12613e-05,-3.58024,0.149871,queue,touch,21,0.941757,C,98,21,17.6499,1.15327,2.00456,0.296977,-1.62548,1,,-0,17,42,17,6.7356,3.58024,0.98,0.595748,1.69208,1.6921,1.6921,1.6905,1.7054,1.7273,1.7868,1.864,2,0.2,1.5273,1.664,0.0352,0
True,1790253967620000000,KXBTCD-26SEP241300-T84750,KXBTCD-26SEP241300,1,0.04,3,0.01,False,0.072252,832.38,3.2252,0,-7.2252,0,0,-0.13,-4.33333,0,0,0.8497,0.1528,2.0393,3.0304,10.518,synth-1334,sim-o1332,sim-f103,0,3.65644,10,0.072252,0.0492256,0.13506,0.000398705,1.32391,0.156445,queue,touch,1,0.416464,C,4,1,3.65644,-1.65414,-5.72327,-4.19789,-22.2225,-0.333333,3,-0,4,148,4,6.72425,1.32391,0.04,0.589112,3.2252,3.2252,3.2252,4.0749,3.378,5.2645,6.2556,13.7432,-4,0.333333,4.93117,13.4099,2.0393,0
True,1790253968820000000,KXBTCD-26SEP241300-T85250,KXBTCD-26SEP241300,-1,0.02,4,0,False,0.006299,831.18,1.3701,0,0.6299,0,0,0.08,2,-0,-0.0193,-0.0193,-0.02,-0.1089,-0.1248,-0.7995,synth-1297,sim-o1290,sim-f104,0,53.846,-1,0.00672424,0.000291509,0.0129199,2.8497e-05,2.92375,0.345962,queue,touch,37,0.511248,C,2,37,53.846,-5.03759,-9.64531,5.89895,6.1373,1,,0,18,20,18,6.72282,2.92375,0.02,0.589112,1.32758,1.3701,1.3508,1.3508,1.3501,1.2612,1.2453,0.5706,2,0,1.2612,0.5706,-0.1089,1
True,1790253986620000000,KXBTCD-26SEP241300-T83500,KXBTCD-26SEP241300,1,0.98,1,0.01,False,0.994675,813.38,1.4675,1,0.5325,0,0,0.01,1,0,0.0114,0.0114,0.0161,-0.0087,0.1773,0.1217,synth-1338,sim-o1337,sim-f105,0,18.1451,0,0.9948,0.989813,0.999885,2.13772e-05,-3.13047,0.145069,queue,touch,1,0.275214,C,98,1,18.1451,1.02022,2.82268,-1.54479,-11.6593,1,,-0,2,10,2,6.70117,3.13047,0.98,0.589112,1.47996,1.4675,1.4789,1.4789,1.4836,1.4588,1.6448,1.5892,2,1,0.4588,0.5892,-0.0087,1
True,1790253999820000000,KXBTCD-26SEP241300-T85250,KXBTCD-26SEP241300,-1,0.02,4,0.01,False,0.007286,800.18,1.2714,0,0.7286,0,0,0.07,1.75,-0,0.0278,0.0278,-0.1282,-0.3112,-0.5736,-0.3283,synth-1340,sim-o1339,sim-f106,0,30.8356,-5,0.00703084,0.000338683,0.0134588,3.06736e-05,2.88907,0.335625,queue,touch,41,0.345792,C,2,41,30.8356,3.79372,1.87868,-4.90632,-10.648,1,,0,8,28,8,6.68482,2.88907,0.02,0.589112,1.29692,1.2714,1.2992,1.2992,1.1432,0.9602,0.6978,0.9431,2,0.25,0.7102,0.6931,-0.3112,1
True,1790253999820000000,KXBTCD-26SEP241300-T85250,KXBTCD-26SEP241300,-1,0.02,1,0,False,0.007286,800.18,1.2714,0,0.7286,0,0,0.02,2,-0,0.0278,0.0278,-0.1282,-0.3112,-0.5736,-0.3283,synth-1340,sim-o1339,sim-f107,0,30.8356,-9,0.00703084,0.000338683,0.0134588,3.06736e-05,2.88907,0.335625,queue,touch,41,0.345792,C,2,41,30.8356,3.79372,1.87868,-4.90632,-10.648,1,,0,8,28,8,6.68482,2.88907,0.02,0.589112,1.29692,1.2714,1.2992,1.2992,1.1432,0.9602,0.6978,0.9431,2,0,0.9602,0.9431,-0.3112,1
True,1790254035120000000,KXBTCD-26SEP241300-T83250,KXBTCD-26SEP241300,1,0.98,5,0.01,False,0.998246,764.88,1.8246,1,0.1754,0,0,0.09,1.8,0,0,-0.0001,0.0012,0.0056,0.0135,0.0563,synth-1332,sim-o1330,sim-f108,0,76.6401,15,0.998246,0.996335,0.999999,5.78061e-06,-4.11546,0.140097,queue,touch,31,0.9629,C,98,31,76.6401,-0.0286996,13.0746,14.0614,8.26426,1,,-0,16,16,16,6.63969,4.11546,0.98,0.653016,1.8246,1.8246,1.8246,1.8245,1.8258,1.8302,1.8381,1.8809,2,0.2,1.6302,1.6809,0.0056,0
True,1790254039020000000,KXBTCD-26SEP241300-T83500,KXBTCD-26SEP241300,1,0.98,4,0,False,0.995723,760.98,1.5723,1,0.4277,0,0,0.08,2,0,0,0.0012,0.0386,0.0238,0.0454,0.1664,synth-1338,sim-o1337,sim-f109,0,70.5323,1,0.995723,0.991505,0.999947,1.66059e-05,-3.29452,0.0323495,queue,touch,1,0.275214,C,98,1,70.5323,-0,-6.513,-11.8421,6.10209,1,,-0,4,6,4,6.63459,3.29452,0.98,0.653016,1.57231,1.5723,1.5723,1.5735,1.6109,1.5961,1.6177,1.7387,2,0,1.5961,1.7387,0.0238,0
True,1790254049720000000,KXBTCD-26SEP241300-T83250,KXBTCD-26SEP241300,1,0.98,1,0.01,False,0.998345,750.28,1.8345,1,0.1655,0,0,0.01,1,0,-0.0057,-0.0057,-0.0051,-0.0093,0.0103,0.0742,synth-1407,sim-o1404,sim-f110,0,14.2333,20,0.998332,0.996509,1,5.50041e-06,-4.16657,0.233309,queue,touch,2,1.20204,C,98,2,14.2333,3.20372,7.99371,13.0849,13.9697,1,,-0,22,38,22,6.62043,4.16657,0.98,0.653016,1.83324,1.8345,1.8288,1.8288,1.8294,1.8252,1.8448,1.9087,2,1,0.8252,0.9087,-0.0093,1
True,1790254049720000000,KXBTCD-26SEP241300-T83250,KXBTCD-26SEP241300,1,0.98,4,0,False,0.998345,750.28,1.8345,1,0.1655,0,0,0.08,2,0,-0.0057,-0.0057,-0.0051,-0.0093,0.0103,0.0742,synth-1407,sim-o1404,sim-f111,0,14.2421,21,0.998332,0.996509,1,5.50041e-06,-4.16657,0.242099,sweep,touch,2,1.20204,C,98,2,14.2421,3.20372,7.99371,13.0849,13.9697,1,,-0,22,38,22,6.62042,4.16657,0.98,0.653016,1.83324,1.8345,1.8288,1.8288,1.8294,1.8252,1.8448,1.9087,2,0,1.8252,1.9087,-0.0093,1
True,1790254051520000000,KXBTCD-26SEP241300-T83500,KXBTCD-26SEP241300,1,0.98,3,0.01,False,0.995613,748.48,1.5613,1,0.4387,0,0,0.05,1.66667,0,0.0008,0.0008,0.04,0.022,0.0708,0.2423,synth-1418,sim-o1416,sim-f112,0,12.0352,5,0.995418,0.990945,0.99993,1.81732e-05,-3.23641,0.0351578,queue,touch,38,0.735607,C,98,38,12.0352,-10.5581,-7.80939,2.70529,18.3767,1,,-0,6,10,6,6.61802,3.23641,0.98,0.653016,1.54175,1.5613,1.5621,1.5621,1.6013,1.5833,1.6321,1.8036,2,0.333333,1.24997,1.47027,0.022,0
True,1790254070920000000,KXBTCD-26SEP241300-T83500,KXBTCD-26SEP241300,1,0.98,2,0,False,0.996227,729.08,1.6227,1,0.3773,0,0,0.04,2,-0.0089,-0.0089,-0.0089,-0.0208,0.0116,0.1268,0.1723,synth-1418,sim-o1416,sim-f113,0,31.4396,8,0.996249,0.992489,0.999969,1.45623e-05,-3.40781,0.439596,queue,touch,38,0.735607,C,98,38,31.4396,0.513053,4.3276,2.7894,-4.06175,1,,-0,25,35,25,6.59176,3.40781,0.98,0.653016,1.62487,1.6138,1.6138,1.6138,1.6019,1.6343,1.7495,1.795,2,0,1.6343,1.795,0.0116,0
True,1790254070920000000,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,-1,0.54,4,0.02,False,0.513441,729.08,2.6559,0,51.3441,0,0,2.14,53.5,1.1564,1.1564,-0.6571,-0.8963,2.2373,-11.9874,-16.7195,synth-1446,sim-o1444,sim-f114,0,0.439596,0,0.515218,0.510103,0.517899,0.00168916,-0.030408,0.439596,sweep,behind,84,0.524755,C,54,84,0.439596,-0.513053,-4.3276,-2.7894,4.06175,-0.463415,3,0,10,294,10,6.59176,0.030408,0.54,0.653016,2.47819,3.8123,3.8123,1.9988,1.7596,4.8932,-9.3315,-14.0636,54,0.5,4.3932,-14.5636,2.2373,0
True,1790254090620000000,KXBTCD-26SEP241300-T85000,KXBTCD-26SEP241300,1,0.01,2,0.01,False,0.043087,709.38,3.3087,0,-4.3087,0,0,-0.03,-1.5,0,0,0.2604,0.302,1.4278,3.8866,0.9142,synth-1372,sim-o1371,sim-f115,0,85.143,0,0.0430868,0.0269191,0.0860988,0.000241104,1.63911,0.142986,queue,improve,0,0.156367,C,1,0,85.143,-0,-5.08251,-2.10178,-16.8074,0.259259,3,-0,2,42,2,6.56436,1.63911,0.01,0.640202,3.30868,3.3087,3.3087,3.5691,3.6107,4.7365,7.1953,4.2229,-1,0.5,4.2365,3.7229,1.4278,0
True,1790254128620000000,KXBTCD-26SEP241300-T83750,KXBTCD-26SEP241300,1,0.98,5,0.01,False,0.994517,671.38,1.4517,1,0.5483,0,0,0.09,1.8,0,0,-0.0151,-0.0119,-0.1004,0,0.1254,synth-1495,sim-o1492,sim-f116,0,10.141,0,0.994517,0.989308,0.99986,2.40542e-05,-3.08896,0.141029,queue,touch,12,0.587891,C,98,12,10.141,0.539183,-3.17262,-1.58386,3.77259,1,,-0,22,23,22,6.5093,3.08896,0.98,0.640202,1.45174,1.4517,1.4517,1.4366,1.4398,1.3513,1.4517,1.5771,2,0.2,1.1513,1.3771,-0.1004,1
True,1790254171920000000,KXBTCD-26SEP241300-T85000,KXBTCD-26SEP241300,1,0.02,3,0.01,False,0.058059,628.08,3.8059,0,-5.8059,0,0,-0.07,-2.33333,0,0,0.3075,-0.197,0.8127,0.3977,1.2725,synth-1529,sim-o1527,sim-f117,0,11.9428,2,0.0580589,0.0383118,0.112736,0.000355145,1.45544,0.442824,queue,touch,8,0.912597,C,2,8,11.9428,-0,-0.8087,-3.76,-17.7344,-0.714286,3,-0,5,49,3,6.44263,1.45544,0.02,0.637714,3.80589,3.8059,3.8059,4.1134,3.6089,4.6186,4.2036,5.0784,-2,0.333333,4.28527,4.74507,0.8127,0
True,1790254185620000000,KXBTCD-26SEP241300-T84250,KXBTCD-26SEP241300,-1,0.98,5,0.01,False,0.943149,614.38,3.6851,0,94.3149,0,0,4.89,97.8,-0,0.4012,0.4012,-0.1707,-1.1332,0.2027,-2.1862,synth-1541,sim-o1539,sim-f118,0,4.12646,0,0.941979,0.887313,0.961715,0.000359323,-1.45577,0.126464,queue,touch,1,1.30812,C,98,1,4.12646,-4.49465,-8.57196,-11.8075,-5.76535,-0.357143,3,0,17,27,17,6.4206,1.45577,0.98,0.637714,3.80205,3.6851,4.0863,4.0863,3.5144,2.5519,3.8878,1.4989,98,0.2,2.3519,1.2989,-1.1332,1
True,1790254192620000000,KXBTCD-26SEP241300-T83500,KXBTCD-26SEP241300,1,0.98,5,0.01,False,0.998719,607.38,1.8719,1,0.1281,0,0,0.09,1.8,0,0,0.0011,-0.0119,-0.0034,-0.0027,0.039,synth-1547,sim-o1545,sim-f119,0,6.63345,10,0.998719,0.99729,1,4.57058e-06,-4.44527,0.133448,queue,touch,11,1.26691,C,98,11,6.63345,-0,1.91159,-15.954,-45.2309,1,,-0,8,49,8,6.40913,4.44527,0.98,0.637714,1.87192,1.8719,1.8719,1.873,1.86,1.8685,1.8692,1.9109,2,0.2,1.6685,1.7109,-0.0034,1
True,1790254254820000000,KXBTCD-26SEP241300-T85000,KXBTCD-26SEP241300,1,0.03,5,0.01,False,0.076452,545.18,4.6452,0,-7.6452,0,0,-0.16,-3.2,0,0.6475,0.6475,0.8569,2.6549,0.4972,-2.8121,synth-1588,sim-o1586,sim-f120,0,4.32913,5,0.076452,0.052653,0.142141,0.000525928,1.28586,0.329129,queue,touch,1,0.70735,C,3,1,4.32913,-0.501963,-11.9768,-16.8891,-42.0512,0.145833,4,-0,23,59,23,6.3011,1.28586,0.03,0.625883,4.6452,4.6452,5.2927,5.2927,5.5021,7.3001,5.1424,1.8331,-3,0.2,7.1001,1.6331,2.6549,0
True,1790254296520000000,KXBTCD-26SEP241300-T83500,KXBTCD-26SEP241300,1,0.98,5,0.01,False,0.999311,503.48,1.9311,1,0.0689,0,0,0.09,1.8,0,0,0.0026,-0.0004,0.0105,0.0072,0.0095,synth-1594,sim-o1592,sim-f121,0,38.0306,15,0.999311,0.998523,1,2.45365e-06,-5.2002,0.0305758,queue,touch,8,1.42714,C,98,8,38.0306,-4.76122,-7.25793,0.898759,-5.38855,1,,-0,6,13,6,6.22152,5.2002,0.98,0.629156,1.93107,1.9311,1.9311,1.9337,1.9307,1.9416,1.9383,1.9406,2,0.2,1.7416,1.7406,0.0105,0
True,1790254354420000000,KXBTCD-26SEP241300-T84250,KXBTCD-26SEP241300,-1,0.99,1,0.01,False,0.969076,445.58,2.0924,0,96.9076,0,0,0.98,98,-0,-0,0.206,-0.2587,0.1338,1.7458,1.2567,synth-1637,sim-o1635,sim-f122,0,1.93243,-5,0.969076,0.937464,0.984899,0.000230493,-1.84278,0.432429,queue,improve,0,0.159935,C,99,0,1.93243,-5.01209,-9.50356,-0.194395,-25.8708,0.72,3,0,1,20,1,6.09935,1.84278,0.99,0.62402,2.09242,2.0924,2.0924,2.2984,1.8337,2.2262,3.8382,3.3491,99,1,1.2262,2.3491,0.1338,0
