synthetic,ts,ticker,event,side,px,contracts,fee,is_taker,F,tau_s,gross_edge_c,settle,to_settle_c,hedge_cost,hedge_pnl,net,net_c_per_ct,mo_0.1s_c,mo_0.5s_c,mo_1s_c,mo_5s_c,mo_10s_c,mo_30s_c,mo_60s_c,event_ticker,expiration_ns,day,weekend,rv_1h,fv_status,flow_status,coid,order_id,trade_id,queue_ahead_ct,order_age_s,pos_before_ct,F_cycle,F_lo,F_hi,delta_btc,z,fv_age_s,mechanism,quote_position,q_eff_at_place_ct,modeled_value_c,policy,yes_px_c,queue_at_place_ct,quote_age_s,adv_ext_0.1s,adv_ext_0.5s,adv_ext_1s,adv_ext_5s,kalshi_imb_side,spread_ticks,venue_imb_adv,taker_ct_10s,taker_ct_60s,takers_against_10s,log_tau,abs_z,yes_px,sigma_ann,fv_edge_c,t_match,at_match,mkpx_0.1s_c,mkpx_0.5s_c,mkpx_1s_c,mkpx_5s_c,mkpx_10s_c,mkpx_30s_c,mkpx_60s_c,mkpx_settle_c,fee_c,net_mk_10s_c,net_mk_60s_c,adverse_10s_c,toxic
True,1790253095100000000,KXBTCD-26SEP241245-T85000,exp 2026-09-24T12:45:00Z,-1,0.02,5,0.01,False,0.003602,804.9,1.6398,0,0.3602,0,0,0.09,1.8,-0,-0,0.0085,0.0247,-0.0172,0.0134,0.0934,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.58032,n/a,defaults,synth-829,sim-o829,sim-f70,0,28.12,-8.99,0.00360185,2.57342e-05,0.00723446,1.3659e-05,3.44191,0.12,queue,touch,26,0.446376,B,2,26,28.12,-2.98594,-13.0831,-18.7446,-42.9509,1,,0,0,16,0,6.69069,3.44191,0.02,0.603278,1.63982,1790253095120000000,1,1.6398,1.6398,1.6483,1.6645,1.6226,1.6532,1.7332,2,0.2,1.4226,1.5332,-0.0172,1
True,1790253114400000000,KXBTCD-26SEP241245-T83000,exp 2026-09-24T12:45:00Z,1,0.98,4.02,0.0004,False,0.995887,785.6,1.5887,1,0.4113,0,0,0.08,1.99005,0.0023,0.0023,0.0023,0.0141,0.016,-0.0023,-0.0267,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.58032,n/a,defaults,synth-826,sim-o826,sim-f71,0,50.42,5.98,0.995869,0.991777,0.999954,1.62625e-05,-3.32376,0.42,queue,touch,239,0.804774,B,98,239,50.42,-3.14805,-2.08679,-0.222733,-9.08374,1,,-0,0,13,0,6.66642,3.32376,0.98,0.603278,1.58693,1790253114420000000,1,1.591,1.591,1.591,1.6028,1.6047,1.5864,1.562,2,0.00995025,1.59475,1.55205,0.016,0
True,1790253118500000000,KXBTCD-26SEP241245-T84000,exp 2026-09-24T12:45:00Z,1,0.48,3,0.02,False,0.490852,781.5,1.0852,1,50.9148,0,0,1.54,51.3333,0,0.5479,0.5479,-1.9317,2.8447,-8.1143,-9.5727,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.58032,n/a,defaults,synth-893,sim-o893,sim-f72,0,1.52006,0,0.490852,0.489239,0.493925,0.00168879,0.018282,0.0200552,sweep,improve,0,0.563233,B,48,0,1.52,-3.7966,-2.96928,-7.31859,-10.3574,0.908397,3,-0,0,402,0,6.66119,0.018282,0.48,0.603278,1.0852,1790253118520000000,1,1.0852,1.6331,1.6331,-0.8465,3.9299,-7.0291,-8.4875,52,0.666667,3.26323,-9.15417,2.8447,0
True,1790253118600000000,KXBTCD-26SEP241245-T83500,exp 2026-09-24T12:45:00Z,-1,0.99,1.99,0.0101,False,0.958956,781.4,3.1044,1,-4.1044,0,0,-0.03,-1.50754,-0,-0,-0.0742,0.0358,-0.517,0.7839,0.682,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.58032,n/a,defaults,synth-880,sim-o880,sim-f73,0,16.62,-5.99,0.958956,0.917844,0.975238,0.000222415,-1.66961,0.12,queue,behind,12,0.371436,B,99,12,16.62,0,2.76289,3.87183,15.2608,-0.333333,3,0,16,82,0,6.66106,1.66961,0.99,0.603278,3.10445,1790253118620000000,1,3.1044,3.1044,3.0302,3.1402,2.5874,3.8883,3.7864,-1,0.507538,2.07986,3.27886,-0.517,1
True,1790253156800000000,KXBTCD-26SEP241245-T85000,exp 2026-09-24T12:45:00Z,-1,0.02,1.99,0.0098,False,0.002513,743.2,1.7487,0,0.2513,0,0,0.03,1.50754,-0,-0.0124,-0.0124,0.0023,0.0053,0.0135,-0.0177,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.575863,n/a,defaults,synth-869,sim-o869,sim-f74,0,61.3331,-13.99,0.00258857,5.39085e-06,0.00529783,9.7769e-06,3.74113,0.33315,queue,touch,115,0.875462,B,2,115,61.32,1.0184,5.55344,10.268,-3.85283,1,,0,0,0,0,6.61094,3.74113,0.02,0.595028,1.74114,1790253156820000000,1,1.7487,1.7363,1.7363,1.751,1.754,1.7622,1.731,2,0.492462,1.26154,1.23854,0.0053,0
True,1790253158800000000,KXBTCD-26SEP241245-T85000,exp 2026-09-24T12:45:00Z,-1,0.02,3.01,0.0002,False,0.002606,741.2,1.7394,0,0.2606,0,0,0.06,1.99336,-0,0.0011,0.0011,0.0238,0.0339,0.0203,-0.0016,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.575863,n/a,defaults,synth-869,sim-o869,sim-f75,0,63.32,-15.98,0.00262794,5.81413e-06,0.00537383,9.96784e-06,3.72716,0.32,queue,touch,115,0.875462,B,2,115,63.32,-3.27225,-3.16929,-10.0035,-18.7782,1,,0,2,2,2,6.60824,3.72716,0.02,0.595028,1.73721,1790253158820000000,1,1.7394,1.7405,1.7405,1.7632,1.7733,1.7597,1.7378,2,0.00664452,1.76666,1.73116,0.0339,0
True,1790253160600000000,KXBTCD-26SEP241245-T83500,exp 2026-09-24T12:45:00Z,-1,0.98,4.94,0.0112,False,0.94971,739.4,3.029,1,-5.029,0,0,-0.11,-2.22672,-0,0.3058,0.3058,0.3822,0.623,-0.6721,-1.8967,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.575863,n/a,defaults,synth-931,sim-o932,sim-f76,0,2.62,-7.98,0.949053,0.899598,0.967002,0.000292475,-1.53586,0.12,queue,touch,9,0.812082,B,98,9,2.62,-0.681137,-3.85393,-2.38419,7.48005,0.727273,3,0,0,18,0,6.60581,1.53586,0.98,0.595028,3.09469,1790253160620000000,1,3.029,3.3348,3.3348,3.4112,3.652,2.3569,1.1323,-2,0.226721,3.42528,0.905579,0.623,0
True,1790253170700000000,KXBTCD-26SEP241245-T83500,exp 2026-09-24T12:45:00Z,-1,0.98,5,0.01,False,0.94348,729.3,3.652,1,-5.652,0,0,-0.11,-2.2,-0,-0,-0.2638,-0.1803,-1.0774,-1.9007,-2.5076,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.575863,n/a,defaults,synth-934,sim-o934,sim-f77,0,9.72,-12.92,0.94348,0.889963,0.96286,0.000329159,-1.47232,0.22,queue,touch,14,0.941484,B,98,14,9.72,-0.15042,1.56449,1.56449,-11.0101,-0.666667,4,0,40,63,22,6.59206,1.47232,0.98,0.595028,3.65201,1790253170720000000,1,3.652,3.652,3.3882,3.4717,2.5746,1.7513,1.1444,-2,0.2,2.3746,0.9444,-1.0774,1
True,1790253185200000000,KXBTCD-26SEP241245-T84750,exp 2026-09-24T12:45:00Z,-1,0.02,5,0.01,False,0.006643,714.8,1.3357,0,0.6643,0,0,0.09,1.8,-0,-0,-0.0172,-0.0125,-0.063,-0.1595,-0.0714,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.573931,n/a,defaults,synth-926,sim-o928,sim-f78,0,29.22,0,0.00664262,0.000278368,0.0127713,3.04959e-05,2.93445,0.22,queue,touch,1,0.248947,B,2,1,29.22,0,3.48912,1.1967,-9.93146,1,,0,0,1,0,6.57197,2.93445,0.02,0.587052,1.33574,1790253185220000000,1,1.3357,1.3357,1.3185,1.3232,1.2727,1.1762,1.2643,2,0.2,1.0727,1.0643,-0.063,1
True,1790253193400000000,KXBTCD-26SEP241245-T84750,exp 2026-09-24T12:45:00Z,-1,0.02,5,0.01,False,0.007106,706.6,1.2894,0,0.7106,0,0,0.09,1.8,-0,-0,0.0225,-0.0195,-0.0315,-0.0051,-0.0747,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.573931,n/a,defaults,synth-951,sim-o951,sim-f79,0,7.92,-5,0.00710562,0.000349863,0.0135879,3.31936e-05,2.8816,0.42,queue,touch,57,0.296358,B,2,57,7.92,-1.45024,-3.75384,-0.285958,15.2372,1,,0,12,12,12,6.56044,2.8816,0.02,0.587052,1.28944,1790253193420000000,1,1.2894,1.2894,1.3119,1.2699,1.2579,1.2843,1.2147,2,0.2,1.0579,1.0147,-0.0315,1
True,1790253206100000000,KXBTCD-26SEP241245-T85000,exp 2026-09-24T12:45:00Z,-1,0.02,5,0.01,False,0.002703,693.9,1.7297,0,0.2703,0,0,0.09,1.8,-0,-0,-0.0095,0.0057,0.0013,0.0407,0.0159,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.573931,n/a,defaults,synth-933,sim-o933,sim-f80,0,47.12,-18.99,0.00270327,6.6562e-06,0.00551925,1.08014e-05,3.70215,0.12,queue,touch,34,1.05427,B,2,34,47.12,0,-3.92486,-2.09634,21.1617,1,,0,0,36,0,6.5423,3.70215,0.02,0.587052,1.72967,1790253206120000000,1,1.7297,1.7297,1.7202,1.7354,1.731,1.7704,1.7456,2,0.2,1.531,1.5456,0.0013,0
True,1790253214600000000,KXBTCD-26SEP241245-T85000,exp 2026-09-24T12:45:00Z,-1,0.02,1.01,0.0102,False,0.002818,685.4,1.7182,0,0.2818,0,0,0.01,0.990099,-0,0.0099,0.0099,0.0184,0.0487,0.0426,0.0604,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.573931,n/a,defaults,synth-967,sim-o967,sim-f81,0,8.12,-23.99,0.00274205,7.13154e-06,0.00559167,1.10638e-05,3.68922,0.12,queue,touch,1,0.20747,B,2,1,8.12,0,-3.13095,-4.86259,17.8643,1,,0,11,47,11,6.52997,3.68922,0.02,0.587052,1.72579,1790253214620000000,1,1.7182,1.7281,1.7281,1.7366,1.7669,1.7608,1.7786,2,1.0099,0.756999,0.768699,0.0487,0
True,1790253251300000000,KXBTCD-26SEP241245-T83000,exp 2026-09-24T12:45:00Z,1,0.98,0.99,0.0098,False,0.997833,648.7,1.7833,1,0.2167,0,0,0.01,1.0101,0,0,0.0126,-0.0002,0.0151,0.0429,0.0829,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.568569,n/a,defaults,synth-889,sim-o889,sim-f82,0,136.82,10,0.997833,0.995523,0.999998,8.74832e-06,-3.91152,0.32,queue,touch,149,0.780079,B,98,149,136.82,1.07105,0.552449,-8.51979,-0.141222,1,,-0,0,0,0,6.47494,3.91152,0.98,0.577411,1.78325,1790253251320000000,1,1.7833,1.7833,1.7959,1.7831,1.7984,1.8262,1.8662,2,0.989899,0.808501,0.876301,0.0151,0
True,1790253260000000000,KXBTCD-26SEP241245-T83000,exp 2026-09-24T12:45:00Z,1,0.98,1,0,False,0.997944,640,1.7944,1,0.2056,0,0,0.02,2,0,0,0.004,0.0205,0.0122,0.0131,0.0626,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.568569,n/a,defaults,synth-889,sim-o889,sim-f83,0,145.52,10.99,0.997944,0.995741,0.999998,8.28692e-06,-3.9627,0.02,queue,touch,149,0.780079,B,98,149,145.52,-3.45362,-3.71537,4.14556,5.17182,1,,-0,1,1,1,6.46144,3.9627,0.98,0.577411,1.79437,1790253260020000000,1,1.7944,1.7944,1.7984,1.8149,1.8066,1.8075,1.857,2,0,1.8066,1.857,0.0122,0
True,1790253263200000000,KXBTCD-26SEP241245-T83250,exp 2026-09-24T12:45:00Z,1,0.98,5,0.01,False,0.994008,636.8,1.4008,1,0.5992,0,0,0.09,1.8,0,0,-0.0017,0.0216,-0.0049,0.0507,0.1324,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.568569,n/a,defaults,synth-1005,sim-o1004,sim-f84,0,10.72,0,0.994008,0.988391,0.999807,2.92637e-05,-3.01735,0.22,queue,touch,12,0.460155,B,98,12,10.72,-0,-4.36925,-2.07747,-8.72124,1,,-0,0,40,0,6.45642,3.01735,0.98,0.577411,1.40078,1790253263220000000,1,1.4008,1.4008,1.3991,1.4224,1.3959,1.4515,1.5332,2,0.2,1.1959,1.3332,-0.0049,1
True,1790253278200000000,KXBTCD-26SEP241245-T83000,exp 2026-09-24T12:45:00Z,1,0.98,3.01,0.0002,False,0.998275,621.8,1.8275,1,0.1725,0,0,0.06,1.99336,0,0,0.0022,-0.0008,-0.0084,0.028,0.0185,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.568569,n/a,defaults,synth-889,sim-o889,sim-f85,0,163.72,11.99,0.998275,0.996396,0.999999,6.8418e-06,-4.13662,0.22,queue,touch,149,0.780079,B,98,149,163.72,2.00344,-18.3564,-23.4126,-29.7528,1,,-0,0,2,0,6.43259,4.13662,0.98,0.577411,1.82746,1790253278220000000,1,1.8275,1.8275,1.8297,1.8267,1.8191,1.8555,1.846,2,0.00664452,1.81246,1.83936,-0.0084,1
True,1790253288700000000,KXBTCD-26SEP241245-T83250,exp 2026-09-24T12:45:00Z,1,0.98,0.99,0.0098,False,0.994476,611.3,1.4476,1,0.5524,0,0,0.01,1.0101,0,-0.0107,-0.0107,0.0039,0.038,0.1015,0.0234,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.568569,n/a,defaults,synth-1014,sim-o1014,sim-f86,0,23.22,5,0.994471,0.989228,0.999856,2.7303e-05,-3.08273,0.22,queue,touch,3,0.60183,B,98,3,23.22,-0.32394,-5.36514,-2.13237,17.2557,1,,-0,0,52,0,6.41556,3.08273,0.98,0.577411,1.44706,1790253288720000000,1,1.4476,1.4369,1.4369,1.4515,1.4856,1.5491,1.471,2,0.989899,0.495701,0.481101,0.038,0
True,1790253288700000000,KXBTCD-26SEP241245-T83250,exp 2026-09-24T12:45:00Z,1,0.98,4,0,False,0.994476,611.3,1.4476,1,0.5524,0,0,0.08,2,0,-0.0107,-0.0107,0.0039,0.038,0.1015,0.0234,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.568569,n/a,defaults,synth-1014,sim-o1014,sim-f87,0,23.22,5.99,0.994471,0.989228,0.999856,2.7303e-05,-3.08273,0.22,sweep,touch,3,0.60183,B,98,3,23.22,-0.32394,-5.36514,-2.13237,17.2557,1,,-0,1,53,1,6.41556,3.08273,0.98,0.577411,1.44706,1790253288720000000,1,1.4476,1.4369,1.4369,1.4515,1.4856,1.5491,1.471,2,0,1.4856,1.471,0.038,0
True,1790253293700000000,KXBTCD-26SEP241245-T84000,exp 2026-09-24T12:45:00Z,1,0.47,5,0.03,False,0.532657,606.3,6.2657,1,46.7343,0,0,2.62,52.4,0,-0.2095,-0.4211,0.0613,4.5531,-3.5625,-15.7754,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.568569,n/a,defaults,synth-1033,sim-o1033,sim-f88,0,2.22,3,0.532657,0.521676,0.538392,0.00201863,-0.065272,0.22,queue,behind,84,0.77318,B,47,84,2.22,0.880428,-5.30468,-0.32139,1.3049,0.463415,5,-0,24,584,15,6.40734,0.065272,0.47,0.577411,6.26567,1790253293720000000,1,6.2657,6.0562,5.8446,6.327,10.8188,2.7032,-9.5097,53,0.6,10.2188,-10.1097,4.5531,0
True,1790253295300000000,KXBTCD-26SEP241245-T83250,exp 2026-09-24T12:45:00Z,1,0.98,5,0.01,False,0.99446,604.7,1.446,1,0.554,0,0,0.09,1.8,0,0,-0.0011,0.0475,0.1241,0.0858,-0.0556,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.568569,n/a,defaults,synth-1034,sim-o1034,sim-f89,0,1.82,9.99,0.99446,0.989205,0.999855,2.7538e-05,-3.08128,0.32,queue,touch,1,0.54286,B,98,1,1.82,-0.0321395,0.152408,5.74055,-0.0380366,1,,-0,5,57,5,6.4047,3.08128,0.98,0.577411,1.44602,1790253295320000000,1,1.446,1.446,1.4449,1.4935,1.5701,1.5318,1.3904,2,0.2,1.3701,1.1904,0.1241,0
True,1790253316000000000,KXBTCD-26SEP241245-T83000,exp 2026-09-24T12:45:00Z,1,0.98,5,0.01,False,0.998666,584,1.8666,1,0.1334,0,0,0.09,1.8,0,0,-0.0053,-0.0079,-0.0199,-0.0341,-0.0024,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.562638,n/a,defaults,synth-1026,sim-o1026,sim-f90,0,37.52,15,0.998666,0.997187,1,5.30405e-06,-4.40839,0.02,queue,touch,22,1.23695,B,98,22,37.52,0.384405,4.7285,-2.68683,2.27749,1,,-0,0,11,0,6.36987,4.40839,0.98,0.566186,1.86661,1790253316020000000,1,1.8666,1.8666,1.8613,1.8587,1.8467,1.8325,1.8642,2,0.2,1.6467,1.6642,-0.0199,1
True,1790253317400000000,KXBTCD-26SEP241245-T84750,exp 2026-09-24T12:45:00Z,-1,0.02,5,0.01,False,0.006018,582.6,1.3982,0,0.6018,0,0,0.09,1.8,-0,-0,0.048,0.0563,0.1307,0.2638,0.2661,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.562638,n/a,defaults,synth-1029,sim-o1029,sim-f91,0,30.42,-10,0.00601815,0.0001944,0.0116412,3.1494e-05,3.01592,0.42,queue,touch,2,0.308991,B,2,2,30.42,-2.08524,-9.57281,-18.0634,-30.3121,1,,0,0,0,0,6.36747,3.01592,0.02,0.566186,1.39819,1790253317420000000,1,1.3982,1.3982,1.4462,1.4545,1.5289,1.662,1.6643,2,0.2,1.3289,1.4643,0.1307,0
True,1790253343900000000,KXBTCD-26SEP241245-T84750,exp 2026-09-24T12:45:00Z,-1,0.02,1.99,0.0098,False,0.003399,556.1,1.6601,0,0.3399,0,0,0.03,1.50754,-0.0087,-0.0087,-0.0087,-0.0117,0.0328,0.0117,0.0101,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.562638,n/a,defaults,synth-1055,sim-o1055,sim-f92,0,26.42,-15,0.00346288,2.0397e-05,0.00693799,1.69861e-05,3.488,0.42,queue,touch,6,0.484472,B,2,6,26.42,4.35873,3.80544,9.16277,-14.6746,1,,0,0,8,0,6.32091,3.488,0.02,0.566186,1.65371,1790253343920000000,1,1.6514,1.6514,1.6514,1.6484,1.6929,1.6718,1.6702,2,0.492462,1.20044,1.17774,0.0328,0
True,1790253347700000000,KXBTCD-26SEP241245-T83000,exp 2026-09-24T12:45:00Z,1,0.99,2,0.01,False,0.998321,552.3,0.8321,1,0.1679,0,0,0.01,0.5,0,0.0072,0.0072,0.0006,-0.0008,0.0363,0.0609,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.562638,n/a,defaults,synth-1052,sim-o1052,sim-f93,0,31.22,20,0.998313,0.996491,1,7.27019e-06,-4.17521,0.22,sweep,improve,0,0.309099,B,99,0,31.22,-2.3568,0.758535,-9.80384,-7.2753,1,,-0,0,8,0,6.31406,4.17521,0.99,0.566186,0.831343,1790253347720000000,1,0.8321,0.8393,0.8393,0.8327,0.8313,0.8684,0.893,1,0.5,0.3313,0.393,-0.0008,1
True,1790253376300000000,KXBTCD-26SEP241245-T84750,exp 2026-09-24T12:45:00Z,-1,0.02,1,0,False,0.00327,523.7,1.673,0,0.327,0,0,0.02,2,-0,-0,-0.0087,0.0291,0.0639,0.001,0.1332,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.570689,n/a,defaults,synth-1055,sim-o1055,sim-f94,0,58.82,-16.99,0.00326955,1.51968e-05,0.0065598,1.63993e-05,3.54559,0.32,queue,touch,6,0.484472,B,2,6,58.82,0,2.54345,-1.35021,17.5838,1,,0,0,10,0,6.26088,3.54559,0.02,0.572136,1.67305,1790253376320000000,1,1.673,1.673,1.6643,1.7021,1.7369,1.674,1.8062,2,0,1.7369,1.8062,0.0639,0
True,1790253391900000000,KXBTCD-26SEP241245-T83000,exp 2026-09-24T12:45:00Z,1,0.99,2,0,False,0.998662,508.1,0.8662,1,0.1338,0,0,0.02,1,0.0038,0.0038,0.0038,-0.002,0.0243,0.0369,0.0228,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.570689,n/a,defaults,synth-1052,sim-o1052,sim-f95,0,75.42,22,0.998691,0.997259,1,5.62127e-06,-4.45728,0.42,sweep,improve,0,0.309099,B,99,0,75.42,-0.28458,-2.18845,-3.56298,-25.9117,1,,-0,0,2,0,6.23064,4.45728,0.99,0.572136,0.869139,1790253391920000000,1,0.87,0.87,0.87,0.8642,0.8905,0.9031,0.889,1,0,0.8905,0.889,0.0243,0
True,1790253420300000000,KXBTCD-26SEP241245-T83000,exp 2026-09-24T12:45:00Z,1,0.98,1,0.01,False,0.998942,479.7,1.8942,1,0.1058,0,0,0.01,1,0,0,0.0089,0.013,0.0097,-0.0048,0.0056,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.565295,n/a,defaults,synth-1087,sim-o1087,sim-f96,0,27.82,24,0.998942,0.997771,1,4.51375e-06,-4.70509,0.32,queue,touch,27,0.525832,B,98,27,27.82,-0.555469,-0.354004,3.93512,18.3504,1,,-0,0,2,0,6.17312,4.70509,0.98,0.563297,1.8942,1790253420320000000,1,1.8942,1.8942,1.9031,1.9072,1.9039,1.8894,1.8998,2,1,0.9039,0.8998,0.0097,0
True,1790253438600000000,KXBTCD-26SEP241245-T84750,exp 2026-09-24T12:45:00Z,-1,0.02,2.01,0.0002,False,0.001945,461.4,1.8055,0,0.1945,0,0,0.04,1.99005,-0,0.0065,0.0065,0.0382,0.051,0.0695,0.0788,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.565295,n/a,defaults,synth-1055,sim-o1055,sim-f97,0,121.12,-17.99,0.00189451,7.74191e-07,0.00388805,9.40618e-06,4.08494,0.12,queue,touch,6,0.484472,B,2,6,121.12,0.320964,0.928298,-5.62746,0.747059,1,,0,0,0,0,6.13422,4.08494,0.02,0.563297,1.81055,1790253438620000000,1,1.8055,1.812,1.812,1.8437,1.8565,1.875,1.8843,2,0.00995025,1.84655,1.87435,0.051,0
True,1790253442900000000,KXBTCD-26SEP241245-T83250,exp 2026-09-24T12:45:00Z,1,0.98,5,0.01,False,0.996104,457.1,1.6104,1,0.3896,0,0,0.09,1.8,-0.0212,-0.0212,-0.0212,-0.0448,-0.009,-0.0002,0.1497,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.565295,n/a,defaults,synth-1038,sim-o1038,sim-f98,0,147.42,14.99,0.99611,0.99232,0.999968,2.22616e-05,-3.40142,0.42,queue,touch,49,0.507908,B,98,49,147.42,-0.34529,8.17267,13.3622,34.7358,1,,-0,0,0,0,6.12486,3.40142,0.98,0.563297,1.61105,1790253442920000000,1,1.5892,1.5892,1.5892,1.5656,1.6014,1.6102,1.7601,2,0.2,1.4014,1.5601,-0.009,1
True,1790253465200000000,KXBTCD-26SEP241245-T84750,exp 2026-09-24T12:45:00Z,-1,0.02,5,0.01,False,0.001547,434.8,1.8453,0,0.1547,0,0,0.09,1.8,-0,-0,0.0087,0.042,0.0424,0.0395,0.0265,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.565295,n/a,defaults,synth-1118,sim-o1118,sim-f99,0,18.22,-20,0.00154706,2.06253e-07,0.00319783,7.6617e-06,4.30469,0.22,queue,touch,9,1.29636,B,2,9,18.22,-1.11753,3.23119,-5.09724,-8.04665,1,,0,0,32,0,6.07484,4.30469,0.02,0.563297,1.84529,1790253465220000000,1,1.8453,1.8453,1.854,1.8873,1.8877,1.8848,1.8718,2,0.2,1.6877,1.6718,0.0424,0
True,1790253611800000000,KXBTCD-26SEP241245-T84250,exp 2026-09-24T12:45:00Z,1,0.02,5,0.01,False,0.048853,288.2,2.8853,0,-4.8853,0,0,-0.11,-2.2,0,-0.3497,0.0449,0.1286,0.7979,2.9779,-3.6562,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.580924,n/a,defaults,synth-1193,sim-o1193,sim-f100,0,2.32,0,0.0488528,0.0318671,0.0994442,0.000539973,1.54439,0.32,queue,touch,39,0.305858,B,2,39,2.32,0.644508,0.535504,-3.179,-19.8377,0.254902,4,-0,8,84,8,5.66359,1.54439,0.02,0.583842,2.88528,1790253611820000000,1,2.8853,2.5356,2.9302,3.0139,3.6832,5.8632,-0.7709,-2,0.2,3.4832,-0.9709,0.7979,0
True,1790253624600000000,KXBTCD-26SEP241245-T84500,exp 2026-09-24T12:45:00Z,-1,0.02,5,0.01,False,0.005881,275.4,1.4119,0,0.5881,0,0,0.09,1.8,-0,-0.0054,-0.0054,0.1329,0.1232,0.2995,0.4498,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.580924,n/a,defaults,synth-1197,sim-o1196,sim-f101,0,12.62,0,0.00586307,0.000149203,0.0110953,4.82356e-05,3.07542,0.12,queue,touch,7,0.713852,B,2,7,12.62,0,2.6026,8.90581,25.8087,1,,0,0,27,0,5.61815,3.07542,0.02,0.583842,1.41369,1790253624620000000,1,1.4119,1.4065,1.4065,1.5448,1.5351,1.7114,1.8617,2,0.2,1.3351,1.6617,0.1232,0
True,1790253657400000000,KXBTCD-26SEP241245-T84000,exp 2026-09-24T12:45:00Z,-1,0.54,5,0.03,False,0.515375,242.6,2.4625,1,-48.4625,0,0,-2.33,-46.6,-1.5413,-1.5413,0.7851,5.7318,19.1858,15.2028,-22.5982,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.580924,n/a,defaults,synth-1213,sim-o1212,sim-f102,0,0.42,8,0.515375,0.509793,0.518076,0.00397089,-0.0295367,0.42,cross,improve,0,1.67453,B,54,0,0.42,1.64576,2.03905,-8.27643,-12.4432,-0.513514,4,0,346,2753,100,5.49133,0.0295367,0.54,0.583842,2.46246,1790253657420000000,1,0.9212,0.9212,3.2476,8.1943,21.6483,17.6653,-20.1357,-46,0.6,21.0483,-20.7357,19.1858,0
True,1790253794000000000,KXBTCD-26SEP241245-T84000,exp 2026-09-24T12:45:00Z,1,0.6,4,0.02,False,0.741644,106,14.1644,1,25.8356,0,0,1.58,39.5,0,-3.2732,0.1332,-4.2096,12.112,23.4517,25.807,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.573982,n/a,defaults,synth-1242,sim-o1241,sim-f103,0,0.52,3,0.741644,0.660919,0.774442,0.00568611,-0.502233,0.02,sweep,improve,0,7.05961,B,60,0,0.52,1.61277,6.84948,5.1397,-1.69667,-0.489362,4,-0,969,4453,413,4.66325,0.502233,0.6,0.565192,14.1644,1790253794020000000,1,14.1644,10.8912,14.2976,9.9548,26.2764,37.6161,39.9714,40,0.5,25.7764,39.4714,12.112,0
True,1790253807300000000,KXBTCD-26SEP241245-T84500,exp 2026-09-24T12:45:00Z,-1,0.02,5,0.01,False,0.00033,92.7,1.967,0,0.033,0,0,0.09,1.8,-0,-0,-0.0011,0.0025,0.0076,0.0228,0.032,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.573982,n/a,defaults,synth-1248,sim-o1247,sim-f104,0,7.32,-5,0.000329562,8.17974e-16,0.000690001,3.01009e-06,6.78688,0.32,queue,touch,32,0.544188,B,2,32,7.32,0,-4.49251,-1.41257,27.3331,1,,0,0,16,0,4.52915,6.78688,0.02,0.565192,1.96704,1790253807320000000,1,1.967,1.967,1.9659,1.9695,1.9746,1.9898,1.999,2,0.2,1.7746,1.799,0.0076,0
